Kode;Nama Kereta;Kode Kereta;Stasiun Asal;Kode Stasiun Asal;Stasiun Tujuan;KodeStasiunTujuan;Kelas;Jenis Rangkaian;Kode Kelas;Jam Berangkat;Jam Sampai;Durasi (menit);Harga (Rp);Jumlah Stasiun Pemberhentian
252B-PSE-KM-CD;JAYAKARTA;252B;PASARSENEN;PSE;KEBUMEN;KM;Ekonomi;Premium Stainless Steel;CD;17:10;23:04;354;345.000;10
104B-PSE-KM-AB;BOGOWONTO;104B;PASARSENEN;PSE;KEBUMEN;KM;Eksekutif;New Generation Stainless Steel;AB;18:10;00:05;355;580.000;9
104B-PSE-KM-CA;BOGOWONTO;104B;PASARSENEN;PSE;KEBUMEN;KM;Ekonomi;Premium Stainless Steel;CA;18:10;00:05;355;400.000;9
104B-PSE-KM-AD;BOGOWONTO;104B;PASARSENEN;PSE;KEBUMEN;KM;Eksekutif;New Generation Stainless Steel;AD;18:10;00:05;355;580.000;9
104B-PSE-KM-AA;BOGOWONTO;104B;PASARSENEN;PSE;KEBUMEN;KM;Eksekutif;New Generation Stainless Steel;AA;18:10;00:05;355;580.000;9
104B-PSE-KM-CB;BOGOWONTO;104B;PASARSENEN;PSE;KEBUMEN;KM;Ekonomi;Premium Stainless Steel;CB;18:10;00:05;355;400.000;9
104B-PSE-KM-CD;BOGOWONTO;104B;PASARSENEN;PSE;KEBUMEN;KM;Ekonomi;Premium Stainless Steel;CD;18:10;00:05;355;400.000;9
108B-PSE-KM-CD;SENJA UTAMA YK;108B;PASARSENEN;PSE;KEBUMEN;KM;Ekonomi;New Generation Stainless Steel;CD;19:00;00:42;342;370.000;8
108B-PSE-KM-AA;SENJA UTAMA YK;108B;PASARSENEN;PSE;KEBUMEN;KM;Eksekutif;New Generation Stainless Steel;AA;19:00;00:42;342;575.000;8
108B-PSE-KM-AB;SENJA UTAMA YK;108B;PASARSENEN;PSE;KEBUMEN;KM;Eksekutif;New Generation Stainless Steel;AB;19:00;00:42;342;575.000;8
108B-PSE-KM-AD;SENJA UTAMA YK;108B;PASARSENEN;PSE;KEBUMEN;KM;Eksekutif;New Generation Stainless Steel;AD;19:00;00:42;342;575.000;8
108B-PSE-KM-CA;SENJA UTAMA YK;108B;PASARSENEN;PSE;KEBUMEN;KM;Ekonomi;New Generation Stainless Steel;CA;19:00;00:42;342;370.000;8
108B-PSE-KM-CB;SENJA UTAMA YK;108B;PASARSENEN;PSE;KEBUMEN;KM;Ekonomi;New Generation Stainless Steel;CB;19:00;00:42;342;370.000;8
116B-PSE-KM-CB;SAWUNGGALIH;116B;PASARSENEN;PSE;KEBUMEN;KM;Ekonomi;New Generation Modifikasi;CB;20:10;01:39;329;260.000;5
116B-PSE-KM-CC;SAWUNGGALIH;116B;PASARSENEN;PSE;KEBUMEN;KM;Ekonomi;New Generation Modifikasi;CC;20:10;01:39;329;280.000;5
116B-PSE-KM-CD;SAWUNGGALIH;116B;PASARSENEN;PSE;KEBUMEN;KM;Ekonomi;New Generation Modifikasi;CD;20:10;01:39;329;290.000;5
116B-PSE-KM-AB;SAWUNGGALIH;116B;PASARSENEN;PSE;KEBUMEN;KM;Eksekutif;Eksekutif New Generation Mild Steel;AB;20:10;01:39;329;400.000;5
116B-PSE-KM-AC;SAWUNGGALIH;116B;PASARSENEN;PSE;KEBUMEN;KM;Eksekutif;Eksekutif New Generation Mild Steel;AC;20:10;01:39;329;420.000;5
116B-PSE-KM-AD;SAWUNGGALIH;116B;PASARSENEN;PSE;KEBUMEN;KM;Eksekutif;Eksekutif New Generation Mild Steel;AD;20:10;01:39;329;465.000;5
144B-PSE-KM-AB;MADIUN JAYA;144B;PASARSENEN;PSE;KEBUMEN;KM;Eksekutif;Eksekutif New Generation Modifikasi Mild Steel;AB;21:10;02:52;342;600.000;5
144B-PSE-KM-AC;MADIUN JAYA;144B;PASARSENEN;PSE;KEBUMEN;KM;Eksekutif;Eksekutif New Generation Modifikasi Mild Steel;AC;21:10;02:52;342;600.000;5
144B-PSE-KM-CB;MADIUN JAYA;144B;PASARSENEN;PSE;KEBUMEN;KM;Ekonomi;Premium Modifikasi Mild Steel;CB;21:10;02:52;342;410.000;5
144B-PSE-KM-CC;MADIUN JAYA;144B;PASARSENEN;PSE;KEBUMEN;KM;Ekonomi;Premium Modifikasi Mild Steel;CC;21:10;02:52;342;410.000;5
144B-PSE-KM-AD;MADIUN JAYA;144B;PASARSENEN;PSE;KEBUMEN;KM;Eksekutif;Eksekutif New Generation Modifikasi Mild Steel;AD;21:10;02:52;342;600.000;5
144B-PSE-KM-CD;MADIUN JAYA;144B;PASARSENEN;PSE;KEBUMEN;KM;Ekonomi;Premium Modifikasi Mild Steel;CD;21:10;02:52;342;410.000;5
76B-PSE-KM-CA;MATARAM;76B;PASARSENEN;PSE;KEBUMEN;KM;Ekonomi;Premium Modifikasi Mild Steel;CA;21:40;03:19;339;450.000;9
76B-PSE-KM-CB;MATARAM;76B;PASARSENEN;PSE;KEBUMEN;KM;Ekonomi;Premium Modifikasi Mild Steel;CB;21:40;03:19;339;450.000;9
76B-PSE-KM-AA;MATARAM;76B;PASARSENEN;PSE;KEBUMEN;KM;Eksekutif;Eksekutif Mild Steel;AA;21:40;03:19;339;600.000;9
76B-PSE-KM-AB;MATARAM;76B;PASARSENEN;PSE;KEBUMEN;KM;Eksekutif;Eksekutif Mild Steel;AB;21:40;03:19;339;600.000;9
76B-PSE-KM-CD;MATARAM;76B;PASARSENEN;PSE;KEBUMEN;KM;Ekonomi;Premium Modifikasi Mild Steel;CD;21:40;03:19;339;450.000;9
76B-PSE-KM-AD;MATARAM;76B;PASARSENEN;PSE;KEBUMEN;KM;Eksekutif;Eksekutif Mild Steel;AD;21:40;03:19;339;600.000;9
150-PSE-KM-AA;SINGASARI;150;PASARSENEN;PSE;KEBUMEN;KM;Eksekutif;Eksekutif Mild Steel;AA;21:55;04:09;374;640.000;11
150-PSE-KM-CB;SINGASARI;150;PASARSENEN;PSE;KEBUMEN;KM;Ekonomi;Premium Modifikasi Mild Steel;CB;21:55;04:09;374;410.000;11
150-PSE-KM-AB;SINGASARI;150;PASARSENEN;PSE;KEBUMEN;KM;Eksekutif;Eksekutif Mild Steel;AB;21:55;04:09;374;640.000;11
150-PSE-KM-CA;SINGASARI;150;PASARSENEN;PSE;KEBUMEN;KM;Ekonomi;Premium Modifikasi Mild Steel;CA;21:55;04:09;374;410.000;11
150-PSE-KM-CD;SINGASARI;150;PASARSENEN;PSE;KEBUMEN;KM;Ekonomi;Premium Modifikasi Mild Steel;CD;21:55;04:09;374;410.000;11
150-PSE-KM-AD;SINGASARI;150;PASARSENEN;PSE;KEBUMEN;KM;Eksekutif;Eksekutif Mild Steel;AD;21:55;04:09;374;640.000;11
258B-PSE-KM-CA;PROGO;258B;PASARSENEN;PSE;KEBUMEN;KM;Ekonomi;New Generation Stainless Steel;CA;23:20;05:09;349;350.000;9
258B-PSE-KM-CC;PROGO;258B;PASARSENEN;PSE;KEBUMEN;KM;Ekonomi;New Generation Stainless Steel;CC;23:20;05:09;349;350.000;9
258B-PSE-KM-CD;PROGO;258B;PASARSENEN;PSE;KEBUMEN;KM;Ekonomi;New Generation Stainless Steel;CD;23:20;05:09;349;350.000;9
258B-PSE-KM-CB;PROGO;258B;PASARSENEN;PSE;KEBUMEN;KM;Ekonomi;New Generation Stainless Steel;CB;23:20;05:09;349;350.000;9
106B-PSE-KWN-CC;GAJAHWONG;106B;PASARSENEN;PSE;KUTOWINANGUN;KWN;Ekonomi;Premium Stainless Steel;CC;07:55;14:33;398;370.000;10
106B-PSE-KWN-AC;GAJAHWONG;106B;PASARSENEN;PSE;KUTOWINANGUN;KWN;Eksekutif;New Generation Stainless Steel;AC;07:55;14:33;398;550.000;10
256B-PSE-KWN-CC;JAKA TINGKIR;256B;PASARSENEN;PSE;KUTOWINANGUN;KWN;Ekonomi;Ekonomi Modifikasi;CC;11:50;17:51;361;450.000;10
104B-PSE-KWN-AC;BOGOWONTO;104B;PASARSENEN;PSE;KUTOWINANGUN;KWN;Eksekutif;New Generation Stainless Steel;AC;18:10;00:16;366;580.000;10
104B-PSE-KWN-CC;BOGOWONTO;104B;PASARSENEN;PSE;KUTOWINANGUN;KWN;Ekonomi;Premium Stainless Steel;CC;18:10;00:16;366;400.000;10
106B-PSE-KWN-AD;GAJAHWONG;106B;PASARSENEN;PSE;KUTOWINANGUN;KWN;Eksekutif;New Generation Stainless Steel;AD;07:55;14:33;398;550.000;10
106B-PSE-KWN-CB;GAJAHWONG;106B;PASARSENEN;PSE;KUTOWINANGUN;KWN;Ekonomi;Premium Stainless Steel;CB;07:55;14:33;398;370.000;10
106B-PSE-KWN-CD;GAJAHWONG;106B;PASARSENEN;PSE;KUTOWINANGUN;KWN;Ekonomi;Premium Stainless Steel;CD;07:55;14:33;398;370.000;10
106B-PSE-KWN-CA;GAJAHWONG;106B;PASARSENEN;PSE;KUTOWINANGUN;KWN;Ekonomi;Premium Stainless Steel;CA;07:55;14:33;398;370.000;10
106B-PSE-KWN-AA;GAJAHWONG;106B;PASARSENEN;PSE;KUTOWINANGUN;KWN;Eksekutif;New Generation Stainless Steel;AA;07:55;14:33;398;550.000;10
106B-PSE-KWN-AB;GAJAHWONG;106B;PASARSENEN;PSE;KUTOWINANGUN;KWN;Eksekutif;New Generation Stainless Steel;AB;07:55;14:33;398;550.000;10
256B-PSE-KWN-CD;JAKA TINGKIR;256B;PASARSENEN;PSE;KUTOWINANGUN;KWN;Ekonomi;Ekonomi Modifikasi;CD;11:50;17:51;361;450.000;10
256B-PSE-KWN-CA;JAKA TINGKIR;256B;PASARSENEN;PSE;KUTOWINANGUN;KWN;Ekonomi;Ekonomi Modifikasi;CA;11:50;17:51;361;450.000;10
256B-PSE-KWN-CB;JAKA TINGKIR;256B;PASARSENEN;PSE;KUTOWINANGUN;KWN;Ekonomi;Ekonomi Modifikasi;CB;11:50;17:51;361;450.000;10
104B-PSE-KWN-AB;BOGOWONTO;104B;PASARSENEN;PSE;KUTOWINANGUN;KWN;Eksekutif;New Generation Stainless Steel;AB;18:10;00:16;366;580.000;10
104B-PSE-KWN-CA;BOGOWONTO;104B;PASARSENEN;PSE;KUTOWINANGUN;KWN;Ekonomi;Premium Stainless Steel;CA;18:10;00:16;366;400.000;10
104B-PSE-KWN-AD;BOGOWONTO;104B;PASARSENEN;PSE;KUTOWINANGUN;KWN;Eksekutif;New Generation Stainless Steel;AD;18:10;00:16;366;580.000;10
104B-PSE-KWN-AA;BOGOWONTO;104B;PASARSENEN;PSE;KUTOWINANGUN;KWN;Eksekutif;New Generation Stainless Steel;AA;18:10;00:16;366;580.000;10
104B-PSE-KWN-CB;BOGOWONTO;104B;PASARSENEN;PSE;KUTOWINANGUN;KWN;Ekonomi;Premium Stainless Steel;CB;18:10;00:16;366;400.000;10
104B-PSE-KWN-CD;BOGOWONTO;104B;PASARSENEN;PSE;KUTOWINANGUN;KWN;Ekonomi;Premium Stainless Steel;CD;18:10;00:16;366;400.000;10
258B-PSE-KWN-CA;PROGO;258B;PASARSENEN;PSE;KUTOWINANGUN;KWN;Ekonomi;New Generation Stainless Steel;CA;23:20;05:20;360;350.000;10
258B-PSE-KWN-CC;PROGO;258B;PASARSENEN;PSE;KUTOWINANGUN;KWN;Ekonomi;New Generation Stainless Steel;CC;23:20;05:20;360;350.000;10
258B-PSE-KWN-CD;PROGO;258B;PASARSENEN;PSE;KUTOWINANGUN;KWN;Ekonomi;New Generation Stainless Steel;CD;23:20;05:20;360;350.000;10
258B-PSE-KWN-CB;PROGO;258B;PASARSENEN;PSE;KUTOWINANGUN;KWN;Ekonomi;New Generation Stainless Steel;CB;23:20;05:20;360;350.000;10
74B-PSE-KTA-CC;FAJAR UTAMA SOLO;74B;PASARSENEN;PSE;KUTOARJO;KTA;Ekonomi;New Generation Stainless Steel;CC;05:40;11:41;361;450.000;9
74B-PSE-KTA-AC;FAJAR UTAMA SOLO;74B;PASARSENEN;PSE;KUTOARJO;KTA;Eksekutif;New Generation Stainless Steel;AC;05:40;11:41;361;600.000;9
110B-PSE-KTA-CC;FAJAR UTAMA YK;110B;PASARSENEN;PSE;KUTOARJO;KTA;Ekonomi;New Generation Stainless Steel;CC;07:35;14:00;385;370.000;11
110B-PSE-KTA-AC;FAJAR UTAMA YK;110B;PASARSENEN;PSE;KUTOARJO;KTA;Eksekutif;New Generation Stainless Steel;AC;07:35;14:00;385;575.000;11
106B-PSE-KTA-CC;GAJAHWONG;106B;PASARSENEN;PSE;KUTOARJO;KTA;Ekonomi;Premium Stainless Steel;CC;07:55;14:50;415;370.000;11
106B-PSE-KTA-AC;GAJAHWONG;106B;PASARSENEN;PSE;KUTOARJO;KTA;Eksekutif;New Generation Stainless Steel;AC;07:55;14:50;415;550.000;11
90-PSE-KTA-AC;GAYA BARU MALAM SELATAN;90;PASARSENEN;PSE;KUTOARJO;KTA;Eksekutif;Eksekutif Mild Steel;AC;11:10;17:52;402;490.000;13
256B-PSE-KTA-CC;JAKA TINGKIR;256B;PASARSENEN;PSE;KUTOARJO;KTA;Ekonomi;Ekonomi Modifikasi;CC;11:50;18:08;378;450.000;11
112B-PSE-KTA-AA;SAWUNGGALIH;112B;PASARSENEN;PSE;KUTOARJO;KTA;Eksekutif;Eksekutif New Generation Mild Steel;AA;13:15;19:16;361;380.000;6
7040-PSE-KTA-AA;KA TAMBAHAN PSE LPN;7040;PASARSENEN;PSE;KUTOARJO;KTA;Eksekutif;Eksekutif Mild Steel;AA;15:25;21:52;387;440.000;7
252B-PSE-KTA-CC;JAYAKARTA;252B;PASARSENEN;PSE;KUTOARJO;KTA;Ekonomi;Premium Stainless Steel;CC;17:10;23:27;377;345.000;11
104B-PSE-KTA-AC;BOGOWONTO;104B;PASARSENEN;PSE;KUTOARJO;KTA;Eksekutif;New Generation Stainless Steel;AC;18:10;00:45;395;580.000;11
104B-PSE-KTA-CC;BOGOWONTO;104B;PASARSENEN;PSE;KUTOARJO;KTA;Ekonomi;Premium Stainless Steel;CC;18:10;00:45;395;400.000;11
108B-PSE-KTA-CC;SENJA UTAMA YK;108B;PASARSENEN;PSE;KUTOARJO;KTA;Ekonomi;New Generation Stainless Steel;CC;19:00;01:05;365;370.000;9
108B-PSE-KTA-AC;SENJA UTAMA YK;108B;PASARSENEN;PSE;KUTOARJO;KTA;Eksekutif;New Generation Stainless Steel;AC;19:00;01:05;365;575.000;9
116B-PSE-KTA-CA;SAWUNGGALIH;116B;PASARSENEN;PSE;KUTOARJO;KTA;Ekonomi;New Generation Modifikasi;CA;20:10;02:16;366;250.000;6
116B-PSE-KTA-AA;SAWUNGGALIH;116B;PASARSENEN;PSE;KUTOARJO;KTA;Eksekutif;Eksekutif New Generation Mild Steel;AA;20:10;02:16;366;380.000;6
144B-PSE-KTA-AA;MADIUN JAYA;144B;PASARSENEN;PSE;KUTOARJO;KTA;Eksekutif;Eksekutif New Generation Modifikasi Mild Steel;AA;21:10;03:16;366;600.000;6
144B-PSE-KTA-CA;MADIUN JAYA;144B;PASARSENEN;PSE;KUTOARJO;KTA;Ekonomi;Premium Modifikasi Mild Steel;CA;21:10;03:16;366;410.000;6
76B-PSE-KTA-CC;MATARAM;76B;PASARSENEN;PSE;KUTOARJO;KTA;Ekonomi;Premium Modifikasi Mild Steel;CC;21:40;03:41;361;450.000;10
76B-PSE-KTA-AC;MATARAM;76B;PASARSENEN;PSE;KUTOARJO;KTA;Eksekutif;Eksekutif Mild Steel;AC;21:40;03:41;361;600.000;10
150-PSE-KTA-AC;SINGASARI;150;PASARSENEN;PSE;KUTOARJO;KTA;Eksekutif;Eksekutif Mild Steel;AC;21:55;04:33;398;640.000;12
150-PSE-KTA-CC;SINGASARI;150;PASARSENEN;PSE;KUTOARJO;KTA;Ekonomi;Premium Modifikasi Mild Steel;CC;21:55;04:33;398;410.000;12
74B-PSE-KTA-AA;FAJAR UTAMA SOLO;74B;PASARSENEN;PSE;KUTOARJO;KTA;Eksekutif;New Generation Stainless Steel;AA;05:40;11:41;361;600.000;9
74B-PSE-KTA-CD;FAJAR UTAMA SOLO;74B;PASARSENEN;PSE;KUTOARJO;KTA;Ekonomi;New Generation Stainless Steel;CD;05:40;11:41;361;450.000;9
74B-PSE-KTA-AD;FAJAR UTAMA SOLO;74B;PASARSENEN;PSE;KUTOARJO;KTA;Eksekutif;New Generation Stainless Steel;AD;05:40;11:41;361;600.000;9
74B-PSE-KTA-CA;FAJAR UTAMA SOLO;74B;PASARSENEN;PSE;KUTOARJO;KTA;Ekonomi;New Generation Stainless Steel;CA;05:40;11:41;361;450.000;9
74B-PSE-KTA-CB;FAJAR UTAMA SOLO;74B;PASARSENEN;PSE;KUTOARJO;KTA;Ekonomi;New Generation Stainless Steel;CB;05:40;11:41;361;450.000;9
74B-PSE-KTA-AB;FAJAR UTAMA SOLO;74B;PASARSENEN;PSE;KUTOARJO;KTA;Eksekutif;New Generation Stainless Steel;AB;05:40;11:41;361;600.000;9
114C-PSE-KTA-CD;SAWUNGGALIH;114C;PASARSENEN;PSE;KUTOARJO;KTA;Ekonomi;New Generation Modifikasi;CD;06:30;12:39;369;290.000;9
114C-PSE-KTA-CC;SAWUNGGALIH;114C;PASARSENEN;PSE;KUTOARJO;KTA;Ekonomi;New Generation Modifikasi;CC;06:30;12:39;369;280.000;9
114C-PSE-KTA-CB;SAWUNGGALIH;114C;PASARSENEN;PSE;KUTOARJO;KTA;Ekonomi;New Generation Modifikasi;CB;06:30;12:39;369;260.000;9
114C-PSE-KTA-CA;SAWUNGGALIH;114C;PASARSENEN;PSE;KUTOARJO;KTA;Ekonomi;New Generation Modifikasi;CA;06:30;12:39;369;250.000;9
114C-PSE-KTA-AD;SAWUNGGALIH;114C;PASARSENEN;PSE;KUTOARJO;KTA;Eksekutif;Eksekutif New Generation Mild Steel;AD;06:30;12:39;369;465.000;9
114C-PSE-KTA-AC;SAWUNGGALIH;114C;PASARSENEN;PSE;KUTOARJO;KTA;Eksekutif;Eksekutif New Generation Mild Steel;AC;06:30;12:39;369;420.000;9
114C-PSE-KTA-AB;SAWUNGGALIH;114C;PASARSENEN;PSE;KUTOARJO;KTA;Eksekutif;Eksekutif New Generation Mild Steel;AB;06:30;12:39;369;400.000;9
114C-PSE-KTA-AA;SAWUNGGALIH;114C;PASARSENEN;PSE;KUTOARJO;KTA;Eksekutif;Eksekutif New Generation Mild Steel;AA;06:30;12:39;369;380.000;9
110B-PSE-KTA-CB;FAJAR UTAMA YK;110B;PASARSENEN;PSE;KUTOARJO;KTA;Ekonomi;New Generation Stainless Steel;CB;07:35;14:00;385;370.000;11
110B-PSE-KTA-AA;FAJAR UTAMA YK;110B;PASARSENEN;PSE;KUTOARJO;KTA;Eksekutif;New Generation Stainless Steel;AA;07:35;14:00;385;575.000;11
110B-PSE-KTA-AB;FAJAR UTAMA YK;110B;PASARSENEN;PSE;KUTOARJO;KTA;Eksekutif;New Generation Stainless Steel;AB;07:35;14:00;385;575.000;11
110B-PSE-KTA-CD;FAJAR UTAMA YK;110B;PASARSENEN;PSE;KUTOARJO;KTA;Ekonomi;New Generation Stainless Steel;CD;07:35;14:00;385;370.000;11
110B-PSE-KTA-AD;FAJAR UTAMA YK;110B;PASARSENEN;PSE;KUTOARJO;KTA;Eksekutif;New Generation Stainless Steel;AD;07:35;14:00;385;575.000;11
110B-PSE-KTA-CA;FAJAR UTAMA YK;110B;PASARSENEN;PSE;KUTOARJO;KTA;Ekonomi;New Generation Stainless Steel;CA;07:35;14:00;385;370.000;11
106B-PSE-KTA-AD;GAJAHWONG;106B;PASARSENEN;PSE;KUTOARJO;KTA;Eksekutif;New Generation Stainless Steel;AD;07:55;14:50;415;550.000;11
106B-PSE-KTA-CB;GAJAHWONG;106B;PASARSENEN;PSE;KUTOARJO;KTA;Ekonomi;Premium Stainless Steel;CB;07:55;14:50;415;370.000;11
106B-PSE-KTA-CD;GAJAHWONG;106B;PASARSENEN;PSE;KUTOARJO;KTA;Ekonomi;Premium Stainless Steel;CD;07:55;14:50;415;370.000;11
106B-PSE-KTA-CA;GAJAHWONG;106B;PASARSENEN;PSE;KUTOARJO;KTA;Ekonomi;Premium Stainless Steel;CA;07:55;14:50;415;370.000;11
106B-PSE-KTA-AA;GAJAHWONG;106B;PASARSENEN;PSE;KUTOARJO;KTA;Eksekutif;New Generation Stainless Steel;AA;07:55;14:50;415;550.000;11
106B-PSE-KTA-AB;GAJAHWONG;106B;PASARSENEN;PSE;KUTOARJO;KTA;Eksekutif;New Generation Stainless Steel;AB;07:55;14:50;415;550.000;11
282-PSE-KTA-C;BENGAWAN;282;PASARSENEN;PSE;KUTOARJO;KTA;Ekonomi;Mild Steel PSO;C;08:55;16:06;431;74.000;9
90-PSE-KTA-CD;GAYA BARU MALAM SELATAN;90;PASARSENEN;PSE;KUTOARJO;KTA;Ekonomi;Premium Modifikasi Mild Steel;CD;11:10;17:52;402;370.000;13
90-PSE-KTA-CC;GAYA BARU MALAM SELATAN;90;PASARSENEN;PSE;KUTOARJO;KTA;Ekonomi;Premium Modifikasi Mild Steel;CC;11:10;17:52;402;370.000;13
90-PSE-KTA-CB;GAYA BARU MALAM SELATAN;90;PASARSENEN;PSE;KUTOARJO;KTA;Ekonomi;Premium Modifikasi Mild Steel;CB;11:10;17:52;402;370.000;13
90-PSE-KTA-CA;GAYA BARU MALAM SELATAN;90;PASARSENEN;PSE;KUTOARJO;KTA;Ekonomi;Premium Modifikasi Mild Steel;CA;11:10;17:52;402;370.000;13
90-PSE-KTA-AD;GAYA BARU MALAM SELATAN;90;PASARSENEN;PSE;KUTOARJO;KTA;Eksekutif;Eksekutif Mild Steel;AD;11:10;17:52;402;490.000;13
90-PSE-KTA-AB;GAYA BARU MALAM SELATAN;90;PASARSENEN;PSE;KUTOARJO;KTA;Eksekutif;Eksekutif Mild Steel;AB;11:10;17:52;402;490.000;13
90-PSE-KTA-AA;GAYA BARU MALAM SELATAN;90;PASARSENEN;PSE;KUTOARJO;KTA;Eksekutif;Eksekutif Mild Steel;AA;11:10;17:52;402;490.000;13
256B-PSE-KTA-CD;JAKA TINGKIR;256B;PASARSENEN;PSE;KUTOARJO;KTA;Ekonomi;Ekonomi Modifikasi;CD;11:50;18:08;378;450.000;11
256B-PSE-KTA-CA;JAKA TINGKIR;256B;PASARSENEN;PSE;KUTOARJO;KTA;Ekonomi;Ekonomi Modifikasi;CA;11:50;18:08;378;450.000;11
256B-PSE-KTA-CB;JAKA TINGKIR;256B;PASARSENEN;PSE;KUTOARJO;KTA;Ekonomi;Ekonomi Modifikasi;CB;11:50;18:08;378;450.000;11
162-PSE-KTA-AA;BANGUNKARTA;162;PASARSENEN;PSE;KUTOARJO;KTA;Eksekutif;Eksekutif Mild Steel;AA;12:25;19:04;399;470.000;8
162-PSE-KTA-CD;BANGUNKARTA;162;PASARSENEN;PSE;KUTOARJO;KTA;Ekonomi;Premium Modifikasi Mild Steel;CD;12:25;19:04;399;310.000;8
162-PSE-KTA-CC;BANGUNKARTA;162;PASARSENEN;PSE;KUTOARJO;KTA;Ekonomi;Premium Modifikasi Mild Steel;CC;12:25;19:04;399;310.000;8
162-PSE-KTA-CB;BANGUNKARTA;162;PASARSENEN;PSE;KUTOARJO;KTA;Ekonomi;Premium Modifikasi Mild Steel;CB;12:25;19:04;399;310.000;8
162-PSE-KTA-CA;BANGUNKARTA;162;PASARSENEN;PSE;KUTOARJO;KTA;Ekonomi;Premium Modifikasi Mild Steel;CA;12:25;19:04;399;310.000;8
162-PSE-KTA-AD;BANGUNKARTA;162;PASARSENEN;PSE;KUTOARJO;KTA;Eksekutif;Eksekutif Mild Steel;AD;12:25;19:04;399;470.000;8
162-PSE-KTA-AC;BANGUNKARTA;162;PASARSENEN;PSE;KUTOARJO;KTA;Eksekutif;Eksekutif Mild Steel;AC;12:25;19:04;399;470.000;8
162-PSE-KTA-AB;BANGUNKARTA;162;PASARSENEN;PSE;KUTOARJO;KTA;Eksekutif;Eksekutif Mild Steel;AB;12:25;19:04;399;470.000;8
112B-PSE-KTA-AB;SAWUNGGALIH;112B;PASARSENEN;PSE;KUTOARJO;KTA;Eksekutif;Eksekutif New Generation Mild Steel;AB;13:15;19:16;361;400.000;6
112B-PSE-KTA-AC;SAWUNGGALIH;112B;PASARSENEN;PSE;KUTOARJO;KTA;Eksekutif;Eksekutif New Generation Mild Steel;AC;13:15;19:16;361;420.000;6
112B-PSE-KTA-AD;SAWUNGGALIH;112B;PASARSENEN;PSE;KUTOARJO;KTA;Eksekutif;Eksekutif New Generation Mild Steel;AD;13:15;19:16;361;465.000;6
112B-PSE-KTA-CA;SAWUNGGALIH;112B;PASARSENEN;PSE;KUTOARJO;KTA;Ekonomi;New Generation Modifikasi;CA;13:15;19:16;361;250.000;6
112B-PSE-KTA-CB;SAWUNGGALIH;112B;PASARSENEN;PSE;KUTOARJO;KTA;Ekonomi;New Generation Modifikasi;CB;13:15;19:16;361;260.000;6
112B-PSE-KTA-CC;SAWUNGGALIH;112B;PASARSENEN;PSE;KUTOARJO;KTA;Ekonomi;New Generation Modifikasi;CC;13:15;19:16;361;280.000;6
112B-PSE-KTA-CD;SAWUNGGALIH;112B;PASARSENEN;PSE;KUTOARJO;KTA;Ekonomi;New Generation Modifikasi;CD;13:15;19:16;361;290.000;6
7040-PSE-KTA-AB;KA TAMBAHAN PSE LPN;7040;PASARSENEN;PSE;KUTOARJO;KTA;Eksekutif;Eksekutif Mild Steel;AB;15:25;21:52;387;450.000;7
7040-PSE-KTA-AC;KA TAMBAHAN PSE LPN;7040;PASARSENEN;PSE;KUTOARJO;KTA;Eksekutif;Eksekutif Mild Steel;AC;15:25;21:52;387;500.000;7
7040-PSE-KTA-AD;KA TAMBAHAN PSE LPN;7040;PASARSENEN;PSE;KUTOARJO;KTA;Eksekutif;Eksekutif Mild Steel;AD;15:25;21:52;387;550.000;7
252B-PSE-KTA-CA;JAYAKARTA;252B;PASARSENEN;PSE;KUTOARJO;KTA;Ekonomi;Premium Stainless Steel;CA;17:10;23:27;377;345.000;11
252B-PSE-KTA-CB;JAYAKARTA;252B;PASARSENEN;PSE;KUTOARJO;KTA;Ekonomi;Premium Stainless Steel;CB;17:10;23:27;377;345.000;11
252B-PSE-KTA-CD;JAYAKARTA;252B;PASARSENEN;PSE;KUTOARJO;KTA;Ekonomi;Premium Stainless Steel;CD;17:10;23:27;377;345.000;11
104B-PSE-KTA-AB;BOGOWONTO;104B;PASARSENEN;PSE;KUTOARJO;KTA;Eksekutif;New Generation Stainless Steel;AB;18:10;00:45;395;580.000;11
104B-PSE-KTA-CA;BOGOWONTO;104B;PASARSENEN;PSE;KUTOARJO;KTA;Ekonomi;Premium Stainless Steel;CA;18:10;00:45;395;400.000;11
104B-PSE-KTA-AD;BOGOWONTO;104B;PASARSENEN;PSE;KUTOARJO;KTA;Eksekutif;New Generation Stainless Steel;AD;18:10;00:45;395;580.000;11
104B-PSE-KTA-AA;BOGOWONTO;104B;PASARSENEN;PSE;KUTOARJO;KTA;Eksekutif;New Generation Stainless Steel;AA;18:10;00:45;395;580.000;11
104B-PSE-KTA-CB;BOGOWONTO;104B;PASARSENEN;PSE;KUTOARJO;KTA;Ekonomi;Premium Stainless Steel;CB;18:10;00:45;395;400.000;11
104B-PSE-KTA-CD;BOGOWONTO;104B;PASARSENEN;PSE;KUTOARJO;KTA;Ekonomi;Premium Stainless Steel;CD;18:10;00:45;395;400.000;11
108B-PSE-KTA-CD;SENJA UTAMA YK;108B;PASARSENEN;PSE;KUTOARJO;KTA;Ekonomi;New Generation Stainless Steel;CD;19:00;01:05;365;370.000;9
